SRR10489259.2391176#1	chr02	42441637	42538007	2014	chr02-42509617-42511630
SRR10489248.621745#5	chr02	42490706	42555317	2014	chr02-42509617-42511630
SRR10489251.588745#0	chr02	42398602	42555317	2014	chr02-42509617-42511630
SRR10489261.374789#0	chr02	36936250	37123889	3244	chr02-37045002-37048245
SRR10489262.302292#0	chr02	36993488	37090252	3244	chr02-37045002-37048245
SRR10489259.2407005#4	chr02	37008196	37047533	3244	chr02-37045002-37048245
SRR10489259.1354502#1	chr02	25795454	25836337	5038	chr02-25795431-25800468
SRR10489252.252573#3	chr02	25795454	25852263	5038	chr02-25795431-25800468
SRR10489250.147337#3	chr02	25775433	25830317	5038	chr02-25795431-25800468
SRR10489258.313002	chr02	14330776	14331010	382	chr02-14330652-14331033
SRR10489248.683313#135	chr02	14330674	14346923	382	chr02-14330652-14331033
SRR10489265.244220#1	chr02	14330674	14346923	382	chr02-14330652-14331033
SRR10489260.1862437#62	chr02	14330674	14331010	382	chr02-14330652-14331033
SRR10489252.284706#67	chr02	14330674	14331010	382	chr02-14330652-14331033
SRR10489265.295598#0	chr02	14330674	14373441	382	chr02-14330652-14331033
SRR10489260.2526101	chr02	14330674	14331010	382	chr02-14330652-14331033
SRR10489261.306696#4	chr02	41856635	41899400	1517	chr02-41892471-41893987
SRR10489253.157453#5	chr02	41856635	41920092	1517	chr02-41892471-41893987
SRR10489265.191083#0	chr02	41856635	41925515	1517	chr02-41892471-41893987
SRR10489262.302292#0	chr02	36993488	37090252	3839	chr02-37066080-37069918
SRR10489251.543150#8	chr02	37055284	37110378	3839	chr02-37066080-37069918
SRR10489261.374789#0	chr02	36936250	37123889	3839	chr02-37066080-37069918
SRR10489251.593646#30	chr02	40517056	40533228	5509	chr02-40516838-40522346
SRR10489250.240286#0	chr02	40481744	40600624	5509	chr02-40516838-40522346
SRR10489260.1473183#2	chr02	40408791	40522340	5509	chr02-40516838-40522346
SRR10489251.392029#0	chr02	37784286	38059443	1578	chr02-37915728-37917305
SRR10489265.96389#0	chr02	37899923	37982912	1578	chr02-37915728-37917305
SRR10489251.699774#0	chr02	44369744	44433339	6207	chr02-44364080-44370286
SRR10489262.181516#145	chr02	44614589	44620666	3669	chr02-44617127-44620795
SRR10489262.562698#1	chr02	44557959	44665207	3669	chr02-44617127-44620795
SRR10489262.166095#0	chr02	44601198	44665207	3669	chr02-44617127-44620795
SRR10489262.489418#114	chr02	32115998	32178317	3126	chr02-32122990-32126115
SRR10489251.333614	chr02	32124566	32145494	3126	chr02-32122990-32126115
SRR10489251.498514#268	chr02	43276852	43304479	4276	chr02-43292839-43297114
SRR10489262.196076#4	chr02	43293258	43437261	4276	chr02-43292839-43297114
SRR10489262.577429#1	chr02	43203781	43304479	4276	chr02-43292839-43297114
SRR10489260.2361833#266	chr02	43276852	43319917	4276	chr02-43292839-43297114
SRR10489251.760147#113	chr02	8128824	8131906	3479	chr02-8128521-8131999
SRR10489262.538754#2	chr02	8128824	8160920	3479	chr02-8128521-8131999
SRR10489251.339712#3	chr02	8128824	8160920	3479	chr02-8128521-8131999
SRR10489249.96527#115	chr02	8128824	8140489	3479	chr02-8128521-8131999
SRR10489261.117977#5	chr02	27448968	27491931	5003	chr02-27458734-27463736
SRR10489262.359178#6	chr02	27414718	27491931	5003	chr02-27458734-27463736
SRR10489261.449059#0	chr02	27414718	27539315	5003	chr02-27458734-27463736
SRR10489251.721087#1	chr02	20039451	20091176	1851	chr02-20041800-20043650
SRR10489256.82886#98	chr02	20039451	20043597	1851	chr02-20041800-20043650
SRR10489260.1993706#92	chr02	20039451	20043597	1851	chr02-20041800-20043650
SRR10489256.72547#0	chr02	35321229	35448331	5045	chr02-35316510-35321554
SRR10489259.1601065#52	chr02	35315136	35321443	5045	chr02-35316510-35321554
SRR10489260.1871939#1	chr02	28057011	28150348	5300	chr02-28057123-28062422
SRR10489262.471423#272	chr02	28057011	28079480	5300	chr02-28057123-28062422
SRR10489261.407731#0	chr02	28019317	28079480	5300	chr02-28057123-28062422
SRR10489262.313712#214	chr02	41416031	41433585	10331	chr02-41415648-41425978
SRR10489262.314049#216	chr02	41384156	41433585	10331	chr02-41415648-41425978
SRR10489262.309771#203	chr02	41416031	41433585	10331	chr02-41415648-41425978
SRR10489261.422177#0	chr02	41384802	41490831	10331	chr02-41415648-41425978
SRR10489262.356355#1	chr02	39300101	39344871	1527	chr02-39334630-39336156
SRR10489260.1667797	chr02	39332855	39334742	1527	chr02-39334630-39336156
SRR10489260.2412037#16	chr02	39330809	39345425	1527	chr02-39334630-39336156
SRR10489261.316892#1	chr02	39249562	39345425	1527	chr02-39334630-39336156
SRR10489255.585781#1	chr02	31615363	31640588	4462	chr02-31623713-31628174
SRR10489265.153747#1	chr02	31615363	31640588	4462	chr02-31623713-31628174
SRR10489248.229613#28	chr02	31615363	31626296	4462	chr02-31623713-31628174
SRR10489256.134966#3	chr02	31615363	31640588	4462	chr02-31623713-31628174
SRR10489258.284980#0	chr02	36664868	36805045	855	chr02-36671168-36672022
SRR10489262.563980#2	chr02	36664868	36733866	855	chr02-36671168-36672022
SRR10489260.2187777#5	chr02	36664868	36738334	855	chr02-36671168-36672022
SRR10489249.175468#7	chr02	36671243	36738334	855	chr02-36671168-36672022
SRR10489260.1208064#1	chr02	12611529	12645390	14602	chr02-12612720-12627321
SRR10489262.458075#0	chr02	12611529	12645390	14602	chr02-12612720-12627321
SRR10489249.643409#2	chr02	12611529	12645390	14602	chr02-12612720-12627321
SRR10489262.421296#230	chr02	12611529	12626757	14602	chr02-12612720-12627321
SRR10489260.2439856#79	chr02	29309542	29310921	3844	chr02-29308918-29312761
SRR10489249.134670#146	chr02	29308948	29315708	3844	chr02-29308918-29312761
SRR10489262.534244#4	chr02	29275996	29454544	3844	chr02-29308918-29312761
SRR10489260.2080627#0	chr02	26649160	26694339	10498	chr02-26665106-26675603
SRR10489250.373093#2	chr02	26665129	26694339	10498	chr02-26665106-26675603
SRR10489248.385102#3	chr02	26665129	26689569	10498	chr02-26665106-26675603
SRR10489262.207931#1	chr02	41318378	41363163	1219	chr02-41321345-41322563
SRR10489265.122524#0	chr02	41308052	41384802	1219	chr02-41321345-41322563
SRR10489262.249420#1	chr02	41308052	41384802	1219	chr02-41321345-41322563
SRR10489260.2097812#1	chr02	44992367	45114442	5477	chr02-45003051-45008527
SRR10489265.202404#329	chr02	44992367	45020457	5477	chr02-45003051-45008527
SRR10489262.66831#0	chr02	44961510	45019572	5477	chr02-45003051-45008527
SRR10489259.2664553#0	chr02	44967711	45095402	5477	chr02-45003051-45008527
SRR10489261.122479#0	chr02	36780727	37009146	7713	chr02-36847884-36855596
SRR10489260.1264855#6	chr02	36802541	36908826	7713	chr02-36847884-36855596
SRR10489261.108167#8	chr02	36836923	36865567	7713	chr02-36847884-36855596
SRR10489252.164870#7	chr02	36836923	36908826	7713	chr02-36847884-36855596
SRR10489259.1288969#283	chr02	44332498	44342695	3243	chr02-44339688-44342930
SRR10489262.310911#6	chr02	44263569	44342695	3243	chr02-44339688-44342930
SRR10489250.275947#5	chr02	44263569	44342695	3243	chr02-44339688-44342930
SRR10489262.311594#0	chr02	23999136	24123703	4383	chr02-24075390-24079772
SRR10489255.480438#4	chr02	24054642	24097504	4383	chr02-24075390-24079772
SRR10489265.47100#110	chr02	24076495	24079749	4383	chr02-24075390-24079772
SRR10489262.509033#2	chr02	42103115	42304481	7218	chr02-42130991-42138208
SRR10489251.308850#1	chr02	42096565	42279283	7218	chr02-42130991-42138208
SRR10489256.72908#0	chr02	42077175	42192398	7218	chr02-42130991-42138208
SRR10489251.443694#5	chr02	42097516	42178070	7218	chr02-42130991-42138208
SRR10489258.218711#0	chr02	43404031	43430442	5160	chr02-43416363-43421522
SRR10489261.441349#0	chr02	43366589	43418245	5160	chr02-43416363-43421522
SRR10489262.196076#4	chr02	43293258	43437261	5160	chr02-43416363-43421522
SRR10489252.293841#246	chr02	41496816	41543980	2994	chr02-41511446-41514439
SRR10489261.221776#1	chr02	41496816	41577042	2994	chr02-41511446-41514439
SRR10489262.97271#247	chr02	41496816	41528315	2994	chr02-41511446-41514439
SRR10489265.58997#84	chr02	2927907	2928603	871	chr02-2927758-2928628
SRR10489265.191277#90	chr02	2927907	2928603	871	chr02-2927758-2928628
SRR10489262.192198#94	chr02	2927907	2928603	871	chr02-2927758-2928628
SRR10489265.124154#122	chr02	24179964	24183153	479	chr02-24182732-24183210
SRR10489265.112952#135	chr02	24179964	24183153	479	chr02-24182732-24183210
SRR10489261.354409#129	chr02	24179964	24183153	479	chr02-24182732-24183210
SRR10489259.1892276#131	chr02	24179964	24183153	479	chr02-24182732-24183210
SRR10489261.509488#134	chr02	24179964	24183153	479	chr02-24182732-24183210
SRR10489262.509033#2	chr02	42103115	42304481	678	chr02-42289125-42289802
SRR10489262.155791#6	chr02	42278959	42310203	678	chr02-42289125-42289802
SRR10489247.885726#2	chr02	42263418	42309434	678	chr02-42289125-42289802
SRR10489251.461493#0	chr02	43617091	43709937	441	chr02-43693045-43693485
SRR10489256.344580#318	chr02	43664529	43709189	441	chr02-43693045-43693485
SRR10489260.1730562#1	chr02	43617091	43766847	441	chr02-43693045-43693485
SRR10489260.1940064#192	chr02	43693050	43693403	441	chr02-43693045-43693485
SRR10489262.230248#313	chr02	43693050	43693403	441	chr02-43693045-43693485
SRR10489262.546581#0	chr02	18723632	18785228	10433	chr02-18775076-18785508
SRR10489262.469077#241	chr02	18770903	18785228	10433	chr02-18775076-18785508
SRR10489261.351432#247	chr02	18765066	18785228	10433	chr02-18775076-18785508
SRR10489265.245928#0	chr02	25394618	25523632	1346	chr02-25522475-25523820
SRR10489246.114370#7	chr02	25440661	25523632	1346	chr02-25522475-25523820
SRR10489259.2442017#2	chr02	25513900	25588481	1346	chr02-25522475-25523820
SRR10489259.2475680#0	chr02	25511969	25601847	1346	chr02-25522475-25523820
SRR10489261.440814#3	chr02	25502339	25601847	1346	chr02-25522475-25523820
SRR10489261.42102#8	chr02	25440661	25538522	1346	chr02-25522475-25523820
SRR10489261.477312#193	chr02	5937519	5946417	507	chr02-5946020-5946526
SRR10489265.196614#191	chr02	5937519	5946417	507	chr02-5946020-5946526
SRR10489256.216153#194	chr02	5937519	5946417	507	chr02-5946020-5946526
SRR10489252.52839#1	chr02	22976485	23039940	1091	chr02-23037270-23038360
SRR10489265.239639#155	chr02	23037377	23039940	1091	chr02-23037270-23038360
SRR10489261.430448#1	chr02	39875318	39911869	1804	chr02-39901335-39903138
SRR10489262.282202#1	chr02	39788294	39902703	1804	chr02-39901335-39903138
SRR10489262.399209#2	chr02	39887162	39902703	1804	chr02-39901335-39903138
SRR10489262.473209#3	chr02	23961052	23999136	5553	chr02-23993660-23999212
SRR10489265.163300#0	chr02	23961052	24021417	5553	chr02-23993660-23999212
SRR10489262.311594#0	chr02	23999136	24123703	5553	chr02-23993660-23999212
SRR10489249.725522#2	chr02	23926556	23999136	5553	chr02-23993660-23999212
SRR10489256.345091#102	chr02	31960889	31978107	3398	chr02-31960809-31964206
SRR10489262.161327#104	chr02	31960889	31978107	3398	chr02-31960809-31964206
SRR10489265.121150#5	chr02	42595836	42642168	662	chr02-42595708-42596369
SRR10489251.621017#0	chr02	42552124	42664531	662	chr02-42595708-42596369
SRR10489262.457720#0	chr02	42552124	42627553	662	chr02-42595708-42596369
SRR10489251.416900#2	chr02	26761781	26877750	3113	chr02-26767433-26770545
SRR10489265.243511#0	chr02	26741754	26829055	3113	chr02-26767433-26770545
SRR10489249.424437#3	chr02	26761781	26829055	3113	chr02-26767433-26770545
SRR10489265.243701#1	chr02	34271732	34334330	1734	chr02-34332929-34334662
SRR10489256.206412	chr02	34324989	34334330	1734	chr02-34332929-34334662
SRR10489258.163682#2	chr02	34324914	34334330	1734	chr02-34332929-34334662
SRR10489262.177809#2	chr02	39482120	39582478	381	chr02-39544252-39544632
SRR10489259.1654027#3	chr02	39439097	39582478	381	chr02-39544252-39544632
SRR10489262.120633#0	chr02	42996468	43264109	5808	chr02-43149124-43154931
SRR10489251.545452#5	chr02	43133588	43166069	5808	chr02-43149124-43154931
SRR10489259.1360806#2	chr02	43154484	43264109	5808	chr02-43149124-43154931
SRR10489249.232227#6	chr02	29793909	29867392	2502	chr02-29859648-29862149
SRR10489249.549516#13	chr02	29854533	29918005	2502	chr02-29859648-29862149
SRR10489265.161918#10	chr02	29825987	29918005	2502	chr02-29859648-29862149
SRR10489261.232133#11	chr02	29828382	29903259	2502	chr02-29859648-29862149
SRR10489260.319115#205	chr02	39962180	39985859	344	chr02-39980129-39980472
SRR10489251.386322#206	chr02	39962180	39985859	344	chr02-39980129-39980472
SRR10489265.212404#203	chr02	39962180	39985859	344	chr02-39980129-39980472
SRR10489261.104356#95	chr02	25043394	25075310	1506	chr02-25043379-25044884
SRR10489251.585204#93	chr02	25041808	25048742	1506	chr02-25043379-25044884
SRR10489259.2235335#0	chr02	25035574	25074955	1506	chr02-25043379-25044884
SRR10489262.217389#3	chr02	33475379	33523052	3684	chr02-33491763-33495446
SRR10489262.528337#5	chr02	33482383	33535234	3684	chr02-33491763-33495446
SRR10489265.62352#4	chr02	38332507	38392232	2373	chr02-38332023-38334395
SRR10489265.177404#0	chr02	38304349	38445488	2373	chr02-38332023-38334395
SRR10489256.67593#4	chr02	20896743	20947228	1302	chr02-20930505-20931806
SRR10489262.498847#3	chr02	20896734	20931786	1302	chr02-20930505-20931806
SRR10489260.1909398#5	chr02	20896743	20946485	1302	chr02-20930505-20931806
SRR10489262.489418#114	chr02	32115998	32178317	1883	chr02-32126748-32128630
SRR10489251.333614	chr02	32124566	32145494	1883	chr02-32126748-32128630
SRR10489261.289299#2	chr02	44113286	44236006	1205	chr02-44129767-44130971
SRR10489261.514481#8	chr02	44067765	44137791	1205	chr02-44129767-44130971
SRR10489262.316111#0	chr02	44090776	44248583	1205	chr02-44129767-44130971
SRR10489260.223133#15	chr02	35510477	35628651	3173	chr02-35600600-35603772
SRR10489258.129926#14	chr02	35573145	35628651	3173	chr02-35600600-35603772
SRR10489265.66667#0	chr02	35464689	35628651	3173	chr02-35600600-35603772
SRR10489260.1395418#12	chr02	35510477	35628651	3173	chr02-35600600-35603772
SRR10489262.427983#9	chr02	23045418	23054545	730	chr02-23054172-23054901
SRR10489260.1425549#8	chr02	23045418	23054545	730	chr02-23054172-23054901
SRR10489250.373093#2	chr02	26665129	26694339	1082	chr02-26693263-26694344
SRR10489260.2080627#0	chr02	26649160	26694339	1082	chr02-26693263-26694344
SRR10489265.102593#46	chr02	26693272	26694339	1082	chr02-26693263-26694344
SRR10489265.62352#4	chr02	38332507	38392232	3180	chr02-38390143-38393322
SRR10489262.329099#5	chr02	38391026	38444522	3180	chr02-38390143-38393322
SRR10489265.177404#0	chr02	38304349	38445488	3180	chr02-38390143-38393322
SRR10489258.146659#0	chr02	18476588	18572822	784	chr02-18489408-18490191
SRR10489260.187297#0	chr02	44647574	44995530	488	chr02-44868441-44868928
SRR10489252.358967#264	chr02	44868479	44887412	488	chr02-44868441-44868928
SRR10489261.563240#263	chr02	44868479	44887412	488	chr02-44868441-44868928
SRR10489261.487336#262	chr02	44868479	44887412	488	chr02-44868441-44868928
SRR10489258.147178#4	chr02	32750189	32754771	381	chr02-32752325-32752705
SRR10489262.546550#2	chr02	33046972	33091229	4767	chr02-33044853-33049619
SRR10489265.76351#110	chr02	2002798	2027307	477	chr02-2026884-2027360
SRR10489261.159532#3	chr02	36763877	36791055	4903	chr02-36777544-36782446
SRR10489261.122479#0	chr02	36780727	37009146	4903	chr02-36777544-36782446
SRR10489258.284980#0	chr02	36664868	36805045	4903	chr02-36777544-36782446
SRR10489251.710095#6	chr02	36763654	36837306	4903	chr02-36777544-36782446
SRR10489251.303586#7	chr02	36763543	36805045	4903	chr02-36777544-36782446
SRR10489262.434524#0	chr02	39674657	39799950	1314	chr02-39734524-39735837
SRR10489262.187859#1	chr02	39664343	39735536	1314	chr02-39734524-39735837
SRR10489258.110411#1	chr02	39652307	39735536	1314	chr02-39734524-39735837
SRR10489262.410839#0	chr02	43842447	44082972	6369	chr02-43900009-43906377
SRR10489248.425652#1	chr02	43888550	43925098	6369	chr02-43900009-43906377
SRR10489251.325141#66	chr02	25226870	25242320	693	chr02-25239079-25239771
SRR10489260.1379868#73	chr02	25226378	25242320	693	chr02-25239079-25239771
SRR10489252.331669#1	chr02	25226870	25242320	693	chr02-25239079-25239771
SRR10489265.159525#0	chr02	25205890	25379736	693	chr02-25239079-25239771
SRR10489259.2475680#0	chr02	25511969	25601847	4948	chr02-25583606-25588553
SRR10489262.537960#0	chr02	25587880	25642476	4948	chr02-25583606-25588553
SRR10489259.2442017#2	chr02	25513900	25588481	4948	chr02-25583606-25588553
SRR10489261.440814#3	chr02	25502339	25601847	4948	chr02-25583606-25588553
SRR10489258.250357#1	chr02	40121590	40193771	1982	chr02-40135256-40137237
SRR10489262.334193#0	chr02	40099036	40178472	1982	chr02-40135256-40137237
SRR10489265.106477#7	chr02	43053203	43099143	3112	chr02-43065123-43068234
SRR10489262.120633#0	chr02	42996468	43264109	3112	chr02-43065123-43068234
SRR10489261.354409#129	chr02	24179964	24183153	788	chr02-24179795-24180582
SRR10489259.1892276#131	chr02	24179964	24183153	788	chr02-24179795-24180582
SRR10489261.509488#134	chr02	24179964	24183153	788	chr02-24179795-24180582
SRR10489265.124154#122	chr02	24179964	24183153	788	chr02-24179795-24180582
SRR10489265.112952#135	chr02	24179964	24183153	788	chr02-24179795-24180582
SRR10489253.154622#5	chr02	26042994	26144195	4594	chr02-26112232-26116825
SRR10489249.438740#7	chr02	26076908	26163635	4594	chr02-26112232-26116825
SRR10489260.1718941#6	chr02	26086755	26144195	4594	chr02-26112232-26116825
SRR10489262.573763#1	chr02	26108804	26144195	4594	chr02-26112232-26116825
SRR10489262.550418#275	chr02	44471686	44486613	1590	chr02-44471594-44473183
SRR10489265.100013#274	chr02	44433324	44472750	1590	chr02-44471594-44473183
SRR10489265.122841#1	chr02	44415911	44559064	1590	chr02-44471594-44473183
SRR10489265.193749#278	chr02	44455213	44487830	1590	chr02-44471594-44473183
SRR10489262.562698#1	chr02	44557959	44665207	2818	chr02-44627245-44630062
SRR10489262.166095#0	chr02	44601198	44665207	2818	chr02-44627245-44630062
SRR10489256.164610#4	chr02	25848564	25889034	5654	chr02-25848497-25854150
SRR10489261.133738#1	chr02	25848564	25942225	5654	chr02-25848497-25854150
SRR10489252.252573#3	chr02	25795454	25852263	5654	chr02-25848497-25854150
SRR10489255.456626#0	chr02	25848564	25951831	5654	chr02-25848497-25854150
SRR10489261.382458#0	chr02	9373451	9412920	593	chr02-9411684-9412276
SRR10489265.127084#0	chr02	20283075	20347904	6011	chr02-20319329-20325339
SRR10489259.1848756#241	chr02	20283075	20325312	6011	chr02-20319329-20325339
SRR10489260.2216662#242	chr02	20319526	20325312	6011	chr02-20319329-20325339
SRR10489260.1473183#2	chr02	40408791	40522340	812	chr02-40456984-40457795
SRR10489262.462367#7	chr02	40408791	40482138	812	chr02-40456984-40457795
SRR10489261.441349#0	chr02	43366589	43418245	3395	chr02-43402724-43406118
SRR10489262.196076#4	chr02	43293258	43437261	3395	chr02-43402724-43406118
SRR10489265.224486#3	chr02	43366589	43405033	3395	chr02-43402724-43406118
SRR10489258.218711#0	chr02	43404031	43430442	3395	chr02-43402724-43406118
SRR10489248.422579#4	chr02	44676660	44741739	5802	chr02-44713587-44719388
SRR10489249.588869#2	chr02	44694816	44764950	5802	chr02-44713587-44719388
SRR10489260.187297#0	chr02	44647574	44995530	5802	chr02-44713587-44719388
SRR10489259.1654027#3	chr02	39439097	39582478	4009	chr02-39486785-39490793
SRR10489262.374329#0	chr02	39408066	39492175	4009	chr02-39486785-39490793
SRR10489251.2746#61	chr02	39439097	39492175	4009	chr02-39486785-39490793
SRR10489262.177809#2	chr02	39482120	39582478	4009	chr02-39486785-39490793
SRR10489262.519353#1	chr02	21046117	21062237	3342	chr02-21056049-21059390
SRR10489261.376459#0	chr02	21041120	21060362	3342	chr02-21056049-21059390
SRR10489262.287097#2	chr02	21041160	21061112	3342	chr02-21056049-21059390
SRR10489260.1658574#87	chr02	37126438	37146877	7357	chr02-37137644-37145000
SRR10489265.157727#0	chr02	37118552	37152173	7357	chr02-37137644-37145000
SRR10489251.628991#0	chr02	37106784	37152173	7357	chr02-37137644-37145000
SRR10489262.389804#1	chr02	33171105	33206555	5362	chr02-33171091-33176452
SRR10489262.320943#1	chr02	33152312	33206555	5362	chr02-33171091-33176452
SRR10489248.246712#0	chr02	33097478	33171497	5362	chr02-33171091-33176452
SRR10489265.185754#1	chr02	20757827	20818872	766	chr02-20798934-20799699
SRR10489253.168295#3	chr02	20774336	20800311	766	chr02-20798934-20799699
SRR10489265.91980#0	chr02	20797118	20840110	766	chr02-20798934-20799699
SRR10489258.321580#86	chr02	20797118	20801952	766	chr02-20798934-20799699
SRR10489265.156717#267	chr02	20797505	20840110	766	chr02-20798934-20799699
SRR10489260.2535290#0	chr02	34235765	34269687	5480	chr02-34234707-34240186
SRR10489255.578581#137	chr02	34235765	34274570	5480	chr02-34234707-34240186
SRR10489265.117874#98	chr02	34216024	34257506	5480	chr02-34234707-34240186
SRR10489248.452028#1	chr02	34235765	34269687	5480	chr02-34234707-34240186
SRR10489261.194269#7	chr02	39218593	39275115	849	chr02-39218419-39219267
SRR10489249.547374#0	chr02	39181718	39236824	849	chr02-39218419-39219267
SRR10489258.271164#9	chr02	39192355	39244310	849	chr02-39218419-39219267
SRR10489258.178983#5	chr02	39218593	39275115	849	chr02-39218419-39219267
SRR10489253.171855#4	chr02	39189785	39250845	849	chr02-39218419-39219267
SRR10489260.979004#373	chr02	11898368	11929307	3567	chr02-11898190-11901756
SRR10489261.142697#374	chr02	11898368	11902698	3567	chr02-11898190-11901756
SRR10489262.169079#2	chr02	11831607	11908613	3567	chr02-11898190-11901756
SRR10489251.506713#107	chr02	28499637	28503331	4060	chr02-28499344-28503403
SRR10489262.502043#100	chr02	28499637	28502932	4060	chr02-28499344-28503403
SRR10489260.1796838#88	chr02	28499637	28503331	4060	chr02-28499344-28503403
SRR10489248.776381#108	chr02	28499637	28503331	4060	chr02-28499344-28503403
SRR10489251.390707	chr02	28501322	28502452	4060	chr02-28499344-28503403
SRR10489262.264077#106	chr02	28499637	28502932	4060	chr02-28499344-28503403
SRR10489262.399894#178	chr02	17163528	17164360	1177	chr02-17163446-17164622
SRR10489262.285029#181	chr02	17152288	17164360	1177	chr02-17163446-17164622
SRR10489262.204369#0	chr02	17133919	17164360	1177	chr02-17163446-17164622
SRR10489262.534244#4	chr02	29275996	29454544	3317	chr02-29400132-29403448
SRR10489265.222064#2	chr02	29393789	29428174	3317	chr02-29400132-29403448
SRR10489262.411503#22	chr02	32985190	32986498	1547	chr02-32985014-32986560
SRR10489262.364462#2	chr02	32976198	32986498	1547	chr02-32985014-32986560
SRR10489257.287080#8	chr02	32985190	32986498	1547	chr02-32985014-32986560
SRR10489252.224210#28	chr02	32985190	32986498	1547	chr02-32985014-32986560
SRR10489262.155843#1	chr02	39005716	39172496	4877	chr02-39090518-39095394
SRR10489260.998567#0	chr02	39066248	39123231	4877	chr02-39090518-39095394
SRR10489260.998204#4	chr02	39019025	39118564	4877	chr02-39090518-39095394
SRR10489265.124971#2	chr02	41004183	41046370	1251	chr02-41009382-41010632
SRR10489265.243771#0	chr02	40990414	41069887	1251	chr02-41009382-41010632
SRR10489256.194439#1	chr02	40990414	41098172	1251	chr02-41009382-41010632
SRR10489251.376447#0	chr02	26342489	26382909	8179	chr02-26374749-26382927
SRR10489260.1056801#223	chr02	26368876	26382909	8179	chr02-26374749-26382927
SRR10489262.330618#2	chr02	26342489	26382909	8179	chr02-26374749-26382927
SRR10489248.484185#0	chr02	26237207	26391888	8179	chr02-26374749-26382927
SRR10489251.326921#0	chr02	39773811	39875861	1833	chr02-39788169-39790001
SRR10489262.434524#0	chr02	39674657	39799950	1833	chr02-39788169-39790001
SRR10489262.282202#1	chr02	39788294	39902703	1833	chr02-39788169-39790001
SRR10489261.210570#198	chr02	18844120	18854548	11021	chr02-18843653-18854673
SRR10489259.578742#197	chr02	18844120	18854548	11021	chr02-18843653-18854673
SRR10489260.1069580#0	chr02	18794344	18854548	11021	chr02-18843653-18854673
SRR10489265.174956#3	chr02	22518389	22614800	1666	chr02-22613188-22614853
SRR10489261.445630#6	chr02	22593412	22614800	1666	chr02-22613188-22614853
SRR10489262.388229#76	chr02	22613206	22614800	1666	chr02-22613188-22614853
SRR10489262.105738#5	chr02	42296489	42375748	3716	chr02-42354853-42358568
SRR10489262.256420#1	chr02	42295870	42387438	3716	chr02-42354853-42358568
SRR10489247.858022#4	chr02	42330299	42375748	3716	chr02-42354853-42358568
SRR10489262.543140#0	chr02	40763205	40865955	2839	chr02-40835758-40838596
SRR10489251.345751#3	chr02	40807189	40865955	2839	chr02-40835758-40838596
SRR10489249.621696#2	chr02	40835895	40865955	2839	chr02-40835758-40838596
SRR10489251.486146#204	chr02	19472266	19496817	3603	chr02-19496238-19499840
SRR10489250.139373#171	chr02	19496239	19500048	3603	chr02-19496238-19499840
